      CASEID, YEAR, CAPPUN, GUNLAW, SEX, ABRAPE, CONFINAN, SATJOB
1976 211,1976,1,1,2,1,1,2
1976 212,1976,1,2,1,1,2,2
1976 213,1976,1,2,2,1,2,4
1976 214,1976,1,2,1,1,2,2
1976 215,1976,2,2,2,8,3,1
1976 216,1976,1,2,1,8,2,1
1976 217,1976,2,1,1,2,8,0
1976 218,1976,8,1,1,2,1,0
1976 219,1976,1,2,2,1,1,2
1976 220,1976,1,2,2,1,1,0
1976 221,1976,1,2,1,1,1,1
1976 222,1976,1,1,1,2,2,0
1976 223,1976,1,1,1,1,1,3
1976 224,1976,1,1,1,1,1,0
1976 225,1976,1,1,1,1,1,0
1976 226,1976,2,2,2,1,1,3
1976 227,1976,1,2,1,1,1,0
1976 228,1976,1,1,1,1,1,1
1976 229,1976,2,1,2,1,1,1
1976 230,1976,8,1,2,2,1,0
1976 231,1976,8,8,2,8,1,2
1976 232,1976,8,8,2,1,2,1
1976 233,1976,2,1,2,1,1,0
1976 234,1976,2,2,2,1,1,1
1976 235,1976,8,2,1,8,1,1
1976 236,1976,2,1,2,1,2,2
1976 237,1976,1,1,1,1,2,2
1976 238,1976,2,2,1,1,2,0
1976 239,1976,1,2,2,1,1,9
1976 240,1976,1,1,1,1,2,2
1976 241,1976,2,1,2,1,3,4
1976 242,1976,2,1,1,2,2,2
1976 243,1976,2,1,1,2,3,0
1976 244,1976,1,2,1,1,2,2
1976 245,1976,2,1,1,2,1,0
1976 246,1976,2,2,1,2,1,1
1976 247,1976,1,2,1,1,2,1
1976 248,1976,2,2,2,1,2,0
1976 249,1976,1,2,1,1,1,2
1976 250,1976,2,1,2,1,1,4
1976 251,1976,1,1,2,1,1,1
1976 252,1976,1,1,2,2,2,1
1976 253,1976,1,1,2,1,2,1
1976 254,1976,2,1,2,1,2,4
1976 255,1976,1,1,2,8,2,0
1976 256,1976,1,2,2,1,1,1
1976 257,1976,2,1,2,1,2,1
1976 258,1976,1,1,1,1,2,1
1976 259,1976,2,1,1,1,2,2
1976 260,1976,2,1,2,1,2,1
1976 261,1976,1,2,1,1,2,1
1976 262,1976,2,1,2,2,1,1
1976 263,1976,1,1,1,1,1,0
1976 264,1976,2,9,2,9,2,2
1976 265,1976,1,1,1,1,1,1
1976 266,1976,1,1,1,1,2,1
1976 267,1976,1,1,2,1,2,1
1976 268,1976,1,1,2,1,1,2
1976 269,1976,1,2,1,1,3,2
1976 270,1976,1,1,2,1,1,1
1976 271,1976,1,1,2,1,2,1
1976 272,1976,1,2,1,1,2,1
1976 273,1976,2,1,2,1,1,4
1976 274,1976,1,1,1,1,2,0
1976 275,1976,1,2,1,1,2,1
1976 276,1976,1,1,2,1,1,1
1976 277,1976,8,1,2,1,2,1
1976 278,1976,2,1,2,1,2,1
1976 279,1976,1,1,1,1,2,2
1976 280,1976,1,1,2,8,2,2
1976 281,1976,1,1,2,1,2,4
1976 282,1976,1,1,1,1,2,1
1976 283,1976,1,1,2,1,2,2
1976 284,1976,2,2,2,1,2,1
1976 285,1976,1,1,1,1,1,2
1976 286,1976,1,1,2,1,1,3
1976 287,1976,1,1,1,1,1,0
1976 288,1976,2,1,2,2,3,1
1976 289,1976,1,1,1,1,1,1
1976 290,1976,1,1,1,1,2,0
1976 291,1976,1,1,1,1,3,2
1976 292,1976,2,1,1,1,1,0
1976 293,1976,1,1,1,1,1,2
1976 294,1976,2,1,1,1,3,0
1976 295,1976,8,1,2,1,2,2
1976 296,1976,1,2,1,1,2,1
1976 297,1976,1,1,2,1,1,1
1976 298,1976,1,1,2,1,1,4
1976 299,1976,1,2,2,1,2,1
1976 300,1976,1,1,1,1,2,1
1976 301,1976,1,1,2,1,2,1
1976 302,1976,2,1,1,1,1,1
1976 303,1976,1,1,2,1,1,2
1976 304,1976,1,1,2,1,1,1
1976 305,1976,1,2,1,1,2,0
1976 306,1976,1,2,1,2,2,1
1976 307,1976,1,1,2,1,1,1
1976 308,1976,1,2,1,1,1,2
1976 309,1976,1,2,2,2,1,1
1976 310,1976,2,1,2,1,3,3
1976 311,1976,2,1,1,1,2,4
1976 312,1976,2,2,2,2,1,0
1976 313,1976,2,1,1,1,2,1
1976 314,1976,1,1,1,1,1,0
1976 315,1976,2,1,1,1,3,3
1976 316,1976,1,1,1,1,1,1
1976 317,1976,1,2,2,1,3,2
1976 318,1976,1,1,2,1,1,1
1976 319,1976,2,1,2,1,2,2
1976 320,1976,2,1,2,1,1,1
1976 321,1976,2,1,2,2,2,1
1976 322,1976,2,1,2,1,2,2
1976 323,1976,1,2,1,1,3,1
1976 324,1976,2,1,2,1,2,2
1976 325,1976,1,1,1,1,2,3
1976 326,1976,1,2,2,2,1,2
1976 327,1976,1,1,2,1,1,1
1976 328,1976,1,1,1,1,3,1
1976 329,1976,1,1,2,1,1,1
1976 330,1976,1,1,2,1,1,1
1976 331,1976,9,1,2,2,1,1
1976 332,1976,1,1,1,1,1,0
1976 333,1976,1,1,2,1,2,1
1976 334,1976,1,1,2,1,1,1
1976 335,1976,2,1,2,1,1,2
1976 336,1976,2,1,2,1,2,2
1976 337,1976,1,1,2,1,2,2
1976 338,1976,1,1,2,1,2,2
1976 339,1976,1,1,1,1,3,1
1976 340,1976,1,1,2,1,2,2
1976 341,1976,2,1,2,1,2,4
1976 342,1976,1,2,1,1,2,1
1976 343,1976,1,1,2,1,2,1
1976 344,1976,2,1,2,1,3,1
1976 345,1976,2,1,1,1,2,1
1976 346,1976,2,1,2,1,2,2
1976 347,1976,1,1,1,1,9,3
1976 348,1976,2,1,2,1,1,1
1976 349,1976,1,2,2,2,1,1
1976 350,1976,2,1,2,1,2,2
1976 351,1976,1,1,2,2,1,1
1976 352,1976,2,1,1,1,1,2
1976 353,1976,2,1,2,1,2,2
1976 354,1976,2,2,2,1,2,2
1976 355,1976,1,1,1,2,1,1
1976 356,1976,1,1,2,1,2,1
1976 357,1976,1,1,1,1,1,1
1976 358,1976,1,1,1,1,1,3
1976 359,1976,2,1,2,1,2,1
1976 360,1976,1,1,2,8,2,2
1976 361,1976,1,1,1,2,2,2
1976 362,1976,1,1,2,2,8,3
1976 363,1976,1,1,1,1,3,1
1976 364,1976,1,1,2,1,2,2
1976 365,1976,1,1,1,1,1,1
1976 366,1976,1,1,1,1,2,2
1976 367,1976,1,1,2,1,1,1
1976 368,1976,1,2,2,1,1,4
1976 369,1976,1,1,2,1,2,1
1976 370,1976,1,1,1,1,2,1
1976 371,1976,2,1,2,2,2,2
1976 372,1976,2,1,2,1,2,0
1976 373,1976,1,2,2,2,2,2
1976 374,1976,1,1,1,1,3,1
1976 375,1976,1,1,1,1,2,0
1976 376,1976,2,1,1,1,1,1
1976 377,1976,2,2,2,1,1,8
1976 378,1976,2,1,2,1,1,1
1976 379,1976,1,1,2,1,1,1
1976 380,1976,1,1,1,2,1,1
1976 381,1976,2,8,2,9,3,2
1976 382,1976,1,1,2,1,1,1
1976 383,1976,1,2,1,9,1,1
1976 384,1976,1,1,1,1,1,2
1976 385,1976,1,2,1,1,2,2
1976 386,1976,1,1,2,2,1,2
1976 387,1976,1,2,2,1,1,1
1976 388,1976,1,2,2,1,1,1
1976 389,1976,1,2,1,1,2,1
1976 390,1976,2,1,2,1,2,2
1976 391,1976,1,1,2,1,2,1
1976 392,1976,1,1,2,2,2,0
1976 393,1976,1,1,2,1,2,2
1976 394,1976,1,1,2,1,1,3
1976 395,1976,2,1,2,1,1,1
1976 396,1976,1,1,2,1,1,1
1976 397,1976,1,1,1,1,2,2
1976 398,1976,1,1,1,1,2,2
1976 399,1976,2,1,2,1,1,1
1976 400,1976,2,2,2,1,2,3
1976 401,1976,1,1,1,8,1,3
1976 402,1976,1,2,1,2,1,0
1976 403,1976,2,1,2,1,3,0
1976 404,1976,2,1,1,1,3,0
1976 405,1976,2,1,1,1,2,0
1976 406,1976,2,1,1,1,2,0
1976 407,1976,1,2,2,1,2,2
1976 408,1976,2,2,1,1,1,1
1976 409,1976,2,2,1,2,1,1
1976 410,1976,2,1,1,1,2,4
1976 411,1976,1,1,1,1,2,0
1976 412,1976,2,1,2,1,1,0
1976 413,1976,1,2,1,1,1,1
1976 414,1976,1,1,2,1,1,0
1976 415,1976,1,2,1,1,1,1
1976 416,1976,1,1,2,1,2,1
1976 417,1976,2,1,2,1,1,2
1976 418,1976,1,1,1,1,1,1
1976 419,1976,1,1,2,1,2,2
1976 420,1976,1,1,1,1,1,1
1976 421,1976,1,1,2,1,2,2
1976 422,1976,1,1,2,1,1,2
1976 423,1976,1,1,1,1,8,0
1976 424,1976,1,1,1,1,2,0
1976 425,1976,2,1,2,1,1,1
1976 426,1976,1,1,1,1,3,3
1976 427,1976,2,2,1,1,3,1
1976 428,1976,1,2,2,2,8,2
1976 429,1976,2,2,1,1,8,2
1976 430,1976,1,1,2,2,8,4
1976 431,1976,2,2,1,2,1,1
1976 432,1976,1,1,2,2,1,1
1976 433,1976,2,1,2,2,2,3
1976 434,1976,1,1,1,1,1,1
1976 435,1976,1,1,2,1,1,1
1976 436,1976,2,1,1,1,2,1
1976 437,1976,1,1,2,2,3,1
1976 438,1976,1,1,2,2,1,1
1976 439,1976,1,2,1,1,2,0
1976 440,1976,1,1,2,1,2,0
1976 441,1976,1,1,2,1,1,3
1976 442,1976,1,1,2,1,1,1
1976 443,1976,1,1,2,1,2,2
1976 444,1976,1,1,2,1,1,2
1976 445,1976,1,2,1,1,1,2
1976 446,1976,1,1,2,1,2,1
1976 447,1976,1,2,1,2,1,1
1976 448,1976,2,1,2,1,2,0
1976 449,1976,2,1,1,1,2,2
1976 450,1976,2,1,1,2,3,4
1976 451,1976,2,2,2,2,2,1
1976 452,1976,1,2,1,2,1,2
1976 453,1976,2,2,1,2,2,0
1976 454,1976,2,1,1,1,2,0
1976 455,1976,2,1,1,1,1,1
1976 456,1976,1,1,2,2,2,3
1976 457,1976,2,1,2,1,3,0
1976 458,1976,8,2,2,2,1,1
1976 459,1976,1,2,2,1,2,2
1976 460,1976,1,1,1,1,2,1
1976 461,1976,8,1,2,8,2,1
1976 462,1976,1,1,1,1,1,2
1976 463,1976,1,1,2,1,1,1
1976 464,1976,2,1,2,1,2,1
1976 465,1976,1,2,2,1,1,1
1976 466,1976,2,1,1,1,1,0
1976 467,1976,2,2,1,1,2,3
1976 468,1976,2,2,2,2,2,0
1976 469,1976,2,1,2,1,2,2
1976 470,1976,1,1,1,1,2,2
1976 471,1976,1,1,1,2,1,1
1976 472,1976,8,1,2,1,2,1
1976 473,1976,1,1,2,1,2,1
1976 474,1976,2,1,2,8,2,2
1976 475,1976,2,2,1,1,2,1
1976 476,1976,2,8,2,8,1,1
1976 477,1976,8,8,2,8,2,1
1976 478,1976,8,2,2,1,1,1
1976 479,1976,2,1,2,2,2,1
1976 480,1976,2,1,2,1,1,1
1976 481,1976,1,1,1,1,2,1
1976 482,1976,2,2,1,1,3,0
1976 483,1976,1,1,1,1,1,1
1976 484,1976,1,1,1,1,2,2
1976 485,1976,1,1,1,1,1,1
1976 486,1976,1,1,2,1,1,0
1976 487,1976,1,8,2,1,2,2
1976 488,1976,1,1,2,2,2,3
1976 489,1976,1,1,2,2,8,9
1976 490,1976,1,1,1,2,2,1
1976 491,1976,1,2,1,2,3,1
1976 492,1976,8,2,2,2,1,1
1976 493,1976,1,2,2,1,2,9
1976 494,1976,2,1,2,1,2,0
1976 495,1976,2,2,1,2,2,2
1976 496,1976,2,1,1,1,3,0
1976 497,1976,1,1,2,1,2,1
1976 498,1976,1,1,1,1,2,1
1976 499,1976,1,1,1,1,2,2
1976 500,1976,1,1,1,2,2,1
1976 501,1976,2,1,2,2,1,1
1976 502,1976,1,1,2,1,1,1
1976 503,1976,2,1,2,1,3,0
1976 504,1976,1,2,1,1,1,1
1976 505,1976,1,2,1,2,2,1
1976 506,1976,2,1,2,1,2,1
1976 507,1976,2,2,1,1,3,2
1976 508,1976,1,1,2,1,3,3
1976 509,1976,2,1,2,1,1,1
1976 510,1976,1,2,1,1,1,9
1976 511,1976,1,1,2,1,2,1
1976 512,1976,1,1,2,1,1,0
1976 513,1976,2,1,2,2,2,0
1976 514,1976,1,2,1,1,2,0
1976 515,1976,2,2,2,1,2,4
1976 516,1976,1,2,1,1,1,1
1976 517,1976,1,1,2,1,2,1
1976 518,1976,1,8,2,1,1,2
1976 519,1976,1,1,2,1,1,2
1976 520,1976,1,2,1,1,2,0
1976 521,1976,1,1,2,1,1,1
1976 522,1976,8,1,2,1,1,3
1976 523,1976,2,1,2,1,2,1
1976 524,1976,1,1,2,1,1,2
1976 525,1976,1,1,1,1,1,0
1976 526,1976,2,1,2,1,2,1
1976 527,1976,1,1,2,1,2,2
1976 528,1976,2,1,1,1,1,1
1976 529,1976,1,1,2,1,2,3
1976 530,1976,1,1,1,1,2,1
1976 531,1976,2,1,2,1,3,1
1976 532,1976,2,1,2,1,1,2
1976 533,1976,1,2,1,1,2,3
1976 534,1976,1,1,1,1,1,3
1976 535,1976,2,1,2,1,2,0
1976 536,1976,1,2,2,2,2,2
1976 537,1976,2,2,1,1,1,2
1976 538,1976,1,1,1,1,2,2
1976 539,1976,1,1,2,1,2,4
1976 540,1976,8,1,2,2,1,0
1976 541,1976,1,2,1,1,2,2
1976 542,1976,1,1,1,1,2,2
1976 543,1976,1,2,1,1,3,1
1976 544,1976,1,1,1,1,3,0
1976 545,1976,2,1,2,2,3,1
1976 546,1976,1,1,2,1,2,4
1976 547,1976,2,2,1,1,1,2
1976 548,1976,1,1,2,1,2,2
1976 549,1976,1,2,1,1,1,1
1976 550,1976,1,1,2,8,1,0
1976 551,1976,2,1,2,1,1,1
1976 552,1976,1,1,1,1,3,1
1976 553,1976,1,1,1,1,2,1
1976 554,1976,1,1,2,1,2,1
1976 555,1976,1,1,1,2,1,2
1976 556,1976,1,1,2,1,1,1
1976 557,1976,1,1,1,1,2,0
1976 558,1976,2,2,2,2,2,1
1976 559,1976,2,1,1,1,2,0
1976 560,1976,1,1,1,1,2,0
1976 561,1976,1,1,1,2,3,2
1976 562,1976,8,1,2,1,3,1
1976 563,1976,1,1,1,1,2,0
1976 564,1976,1,2,2,1,1,2
1976 565,1976,1,1,1,2,2,1
1976 566,1976,2,1,2,1,3,3
1976 567,1976,2,1,2,2,1,1
1976 568,1976,1,2,2,1,1,1
1976 569,1976,1,1,2,1,1,3
1976 570,1976,1,1,2,1,2,4
1976 571,1976,1,1,2,1,2,1
1976 572,1976,2,2,2,1,2,1
1976 573,1976,1,2,2,1,2,1
1976 574,1976,1,1,1,1,1,0
1976 575,1976,2,2,1,2,2,2
1976 576,1976,1,1,1,1,2,2
1976 577,1976,1,2,1,1,1,2
1976 578,1976,8,2,1,1,8,2
1976 579,1976,1,1,2,1,2,1
1976 580,1976,1,1,1,1,1,1
1976 581,1976,2,1,2,2,2,2
1976 582,1976,2,1,1,1,2,0
1976 583,1976,1,1,2,1,2,1
1976 584,1976,2,1,2,1,1,2
1976 585,1976,1,1,2,1,2,2
1976 586,1976,1,2,1,1,1,2
1976 587,1976,1,1,2,1,1,4
1976 588,1976,1,2,2,1,2,2
1976 589,1976,1,2,1,1,2,1
1976 590,1976,1,1,1,1,1,4
1976 591,1976,2,1,1,1,1,0
1976 592,1976,2,1,1,1,2,0
1976 593,1976,1,1,2,1,2,4
1976 594,1976,1,1,2,1,1,3
1976 595,1976,2,2,2,1,2,1
1976 596,1976,1,2,1,1,2,1
1976 597,1976,2,1,2,2,1,1
1976 598,1976,1,1,1,2,1,1
1976 599,1976,1,1,2,8,2,2
1976 600,1976,1,2,2,1,2,1
1976 601,1976,1,1,1,1,2,0
1976 602,1976,1,8,2,1,2,2
1976 603,1976,1,1,2,1,2,2
1976 604,1976,1,1,2,8,2,1
1976 605,1976,8,1,2,1,2,0
1976 606,1976,2,1,2,1,2,0
1976 607,1976,1,1,1,2,2,1
1976 608,1976,1,1,2,1,2,1
1976 609,1976,2,1,2,8,1,2
1976 610,1976,2,2,2,1,3,2
1976 611,1976,2,1,1,1,2,2
1976 612,1976,1,1,2,1,2,0
1976 613,1976,1,1,2,1,2,2
1976 614,1976,1,1,1,1,1,2
1976 615,1976,1,1,2,2,2,1
1976 616,1976,1,1,2,1,1,3
1976 617,1976,1,1,2,1,1,2
1976 618,1976,2,2,2,1,1,1
1976 619,1976,2,2,1,2,2,2
1976 620,1976,1,2,2,1,1,1
1976 621,1976,1,1,2,2,1,2
1976 622,1976,1,1,1,1,1,2
1976 623,1976,1,1,1,2,2,3
1976 624,1976,8,1,1,1,1,2
1976 625,1976,1,2,2,1,1,0
1976 626,1976,1,2,1,2,2,2
1976 627,1976,1,1,2,1,1,1
1976 628,1976,1,2,2,1,1,0
1976 629,1976,1,2,1,1,1,2
1976 630,1976,1,1,1,1,1,2
1976 631,1976,1,1,2,1,2,1
1976 632,1976,1,2,1,8,2,1
1976 633,1976,1,1,1,1,2,1
1976 634,1976,1,1,2,2,2,2
1976 635,1976,1,1,1,8,8,1
1976 636,1976,2,1,2,8,3,1
1976 637,1976,2,1,2,1,1,1
1976 638,1976,1,2,1,1,9,1
1976 639,1976,1,1,2,1,1,1
1976 640,1976,1,2,1,8,3,1
1976 641,1976,1,1,2,8,8,2
1976 642,1976,1,2,1,1,1,1
1976 643,1976,9,1,2,2,1,1
1976 644,1976,1,1,1,1,2,3
1976 645,1976,1,2,1,1,2,2
1976 646,1976,2,1,2,1,3,1
1976 647,1976,2,1,1,1,3,3
1976 648,1976,1,2,1,1,1,1
1976 649,1976,1,2,2,1,2,2
1976 650,1976,1,2,2,1,1,2
1976 651,1976,1,2,1,1,2,1
1976 652,1976,1,2,2,1,2,2
1976 653,1976,1,1,1,1,1,0
1976 654,1976,2,2,1,2,1,0
1976 655,1976,1,2,2,1,2,2
1976 656,1976,2,1,2,1,1,2
1976 657,1976,1,1,2,1,2,2
1976 658,1976,1,2,2,1,2,1
1976 659,1976,2,1,2,1,2,4
1976 660,1976,1,2,2,1,1,3
1976 661,1976,1,1,2,1,2,3
1976 662,1976,1,1,2,2,1,0
1976 663,1976,1,2,1,1,2,2
1976 664,1976,1,2,2,1,1,1
1976 665,1976,8,2,1,1,2,2
1976 666,1976,2,1,1,1,1,1
1976 667,1976,1,1,1,1,3,1
1976 668,1976,1,1,2,1,3,1
1976 669,1976,1,1,2,1,1,1
1976 670,1976,1,1,1,1,2,0
1976 671,1976,1,1,2,1,2,0
1976 672,1976,1,2,1,1,2,1
1976 673,1976,1,2,1,1,1,1
1976 674,1976,1,1,2,1,2,1
1976 675,1976,1,2,2,1,1,1
1976 676,1976,1,2,1,1,1,0
1976 677,1976,1,1,2,1,1,0
1976 678,1976,1,1,2,1,2,1
1976 679,1976,1,1,1,1,2,1
1976 680,1976,8,2,2,1,1,0
1976 681,1976,1,1,1,2,1,0
1976 682,1976,8,2,2,1,2,4
1976 683,1976,2,1,2,1,1,1
1976 684,1976,1,1,2,1,3,1
1976 685,1976,2,1,2,1,1,2
1976 686,1976,2,1,1,1,2,2
1976 687,1976,2,1,2,1,1,2
1976 688,1976,1,2,2,1,2,1
1976 689,1976,1,2,1,1,1,3
1976 690,1976,1,2,2,2,2,4
1976 691,1976,1,2,2,2,1,0
1976 692,1976,1,2,1,2,2,1
1976 693,1976,1,1,1,2,1,1
1976 694,1976,2,1,2,1,2,1
1976 695,1976,1,2,1,8,1,2
1976 696,1976,1,1,1,1,2,0
1976 697,1976,1,2,1,1,2,1
1976 698,1976,8,1,2,1,1,1
1976 699,1976,2,2,1,1,2,1
1976 700,1976,2,2,2,1,8,1
1976 701,1976,1,1,1,1,1,1
1976 702,1976,2,2,2,1,2,1
1976 703,1976,2,1,1,1,2,1
1976 704,1976,2,2,2,1,2,1
1976 705,1976,2,1,2,1,3,1
1976 706,1976,1,8,1,2,2,0
1976 707,1976,2,1,2,1,2,2
1976 708,1976,1,2,1,2,2,0
1976 709,1976,2,1,2,1,1,2
1976 710,1976,2,2,2,1,3,2
1976 711,1976,1,1,1,1,1,1
1976 712,1976,1,1,1,1,3,2
1976 713,1976,1,1,1,2,1,1
1976 714,1976,1,2,1,1,8,2
1976 715,1976,1,1,1,1,1,4
1976 716,1976,1,2,2,1,1,1
1976 717,1976,1,2,2,1,8,2
1976 718,1976,1,1,2,8,1,2
1976 719,1976,1,2,1,1,2,0
1976 720,1976,2,1,1,1,9,0
1976 721,1976,2,2,2,2,1,9
1976 722,1976,1,2,1,1,1,1
1976 723,1976,1,1,2,1,2,2
1976 724,1976,8,1,1,1,2,1
1976 725,1976,2,1,2,1,1,1
1976 726,1976,2,2,1,1,2,0
1976 727,1976,1,2,2,1,2,2
1976 728,1976,2,1,2,2,2,2
1976 729,1976,2,2,2,1,1,2
1976 730,1976,8,1,2,1,2,2
1976 731,1976,1,1,2,1,2,0
1976 732,1976,2,1,2,1,1,1
1976 733,1976,1,1,2,1,2,1
1976 734,1976,1,1,2,2,3,1
1976 735,1976,1,2,1,1,3,0
1976 736,1976,8,1,1,1,2,1
1976 737,1976,1,8,2,1,1,2
1976 738,1976,1,2,1,1,2,9
1976 739,1976,1,1,2,1,1,2
1976 740,1976,1,1,2,1,8,1
1976 741,1976,2,1,2,1,2,1
1976 742,1976,1,1,2,1,2,1
1976 743,1976,1,1,2,2,2,2
1976 744,1976,1,2,2,1,1,1
19761001,1976,1,1,1,1,2,1
19761002,1976,1,1,1,1,1,2
19761003,1976,2,1,2,1,2,2
19761004,1976,1,1,2,1,1,2
19761005,1976,2,1,2,1,1,2
19761006,1976,8,1,1,1,1,2
19761007,1976,1,1,1,1,2,3
19761008,1976,1,1,2,1,1,2
19761009,1976,1,1,2,1,1,1
19761010,1976,1,1,2,1,1,1
19761011,1976,2,1,1,1,1,0
19761012,1976,2,1,1,1,2,2
19761013,1976,2,1,1,2,2,1
19761014,1976,2,1,2,1,1,2
19761015,1976,2,1,2,1,3,4
19761016,1976,2,1,1,1,2,2
19761017,1976,2,1,1,1,3,2
19761018,1976,1,1,1,1,1,0
19761019,1976,2,1,2,1,1,1
19761020,1976,1,1,2,1,2,1
19761021,1976,2,1,1,1,2,0
19761022,1976,1,1,1,1,1,1
19761023,1976,1,2,2,1,1,0
19761024,1976,1,1,2,1,2,0
19761025,1976,1,1,2,1,2,2
19761026,1976,1,1,1,1,2,2
19761027,1976,1,1,1,1,1,2
19761028,1976,1,1,2,1,1,0
19761029,1976,1,1,2,1,1,0
19761030,1976,1,1,2,2,2,3
19761031,1976,2,8,1,1,3,0
19761032,1976,1,1,1,1,2,0
19761033,1976,2,1,2,1,2,3
19761034,1976,2,1,2,1,2,2
19761035,1976,2,1,2,1,2,1
19761036,1976,1,1,1,1,2,2
19761037,1976,1,1,1,1,1,0
19761038,1976,1,1,2,1,2,1
19761039,1976,2,1,2,1,1,2
19761040,1976,1,1,2,1,2,2
19761041,1976,1,1,1,1,2,2
19761042,1976,1,1,1,1,1,4
19761043,1976,2,1,2,1,2,3
19761044,1976,1,1,2,1,2,1
19761045,1976,2,1,2,1,1,2
19761046,1976,1,1,1,1,2,3
19761047,1976,1,8,1,1,2,1
19761048,1976,1,2,2,1,2,3
19761049,1976,1,1,2,1,1,1
19761050,1976,1,2,2,1,9,1
19761051,1976,1,1,1,1,2,2
19761052,1976,1,1,1,1,2,0
19761053,1976,1,1,2,1,2,1
19761054,1976,1,1,2,1,1,2
19761055,1976,1,1,2,1,1,2
19761056,1976,2,1,1,2,1,0
19761057,1976,2,1,1,1,1,0
19761058,1976,1,1,2,1,2,1
19761059,1976,2,1,2,1,1,2
19761060,1976,1,1,2,1,3,1
19761061,1976,1,1,1,1,1,1
19761062,1976,1,1,1,1,2,2
19761063,1976,1,1,1,1,2,1
19761064,1976,2,1,2,1,2,3
19761065,1976,1,1,2,1,1,1
19761066,1976,1,1,1,1,2,1
19761067,1976,1,2,1,1,3,3
19761068,1976,1,1,1,1,1,2
19761069,1976,2,1,2,1,2,2
19761070,1976,1,1,2,1,2,1
19761071,1976,8,1,1,1,1,1
19761072,1976,2,1,1,1,1,1
19761073,1976,1,1,1,1,1,0
19761074,1976,1,1,2,1,2,1
19761075,1976,1,1,2,1,2,2
19761076,1976,2,2,1,1,2,4
19761077,1976,1,1,1,1,2,1
19761078,1976,1,1,2,1,1,0
19761079,1976,2,1,2,1,3,1
19761080,1976,1,1,2,1,2,1
19761081,1976,2,1,1,1,2,1
19761082,1976,1,1,1,1,2,0
19761083,1976,1,1,2,1,1,0
19761084,1976,2,1,2,1,1,0
19761085,1976,1,1,2,1,2,2
19761086,1976,2,1,1,1,1,1
19761087,1976,2,1,1,1,2,1
19761088,1976,2,1,2,1,2,1
19761089,1976,1,1,2,1,1,3
19761090,1976,2,1,2,1,2,3
19761091,1976,1,2,1,1,3,2
19761092,1976,1,1,1,1,1,1
19761093,1976,8,1,2,1,2,2
19761094,1976,2,2,2,1,3,2
19761095,1976,1,2,2,1,1,1
19761096,1976,1,2,1,1,2,2
19761097,1976,1,1,1,1,1,1
19761098,1976,8,1,2,2,2,2
19761099,1976,1,1,2,2,2,1
19761100,1976,1,1,2,1,1,2
19761101,1976,1,1,1,1,3,2
19761102,1976,1,1,1,1,1,1
19761103,1976,2,1,1,1,3,2
19761104,1976,2,1,2,1,1,0
19761105,1976,1,1,2,1,2,2
19761106,1976,2,1,1,1,8,0
19761107,1976,8,1,1,9,3,1
19761108,1976,8,1,2,1,1,2
19761109,1976,8,1,2,1,3,3
19761110,1976,1,1,2,1,1,2
19761111,1976,1,2,1,1,1,0
19761112,1976,1,1,1,2,2,0
19761113,1976,2,1,2,1,2,2
19761114,1976,2,2,2,1,2,1
19761115,1976,1,1,2,1,2,2
19761116,1976,2,1,1,1,2,3
19761117,1976,1,1,1,1,2,1
19761118,1976,1,1,2,1,2,2
19761119,1976,2,1,2,1,2,4
19761120,1976,2,1,2,1,2,2
19761121,1976,1,1,1,1,2,2
19761122,1976,1,1,1,1,1,1
19761123,1976,1,1,1,1,1,0
19761124,1976,1,1,2,1,1,4
19761125,1976,1,1,2,1,2,4
19761126,1976,2,1,1,1,2,1
19761127,1976,1,1,1,1,2,2
19761128,1976,8,1,2,2,1,0
19761129,1976,1,1,2,1,1,0
19761130,1976,1,1,2,1,3,2
19761131,1976,2,2,1,1,1,0
19761132,1976,1,1,1,1,2,0
19761133,1976,1,2,1,1,2,1
19761134,1976,2,1,2,1,1,1
19761135,1976,2,2,2,1,2,1
19761136,1976,1,1,1,1,1,0
19761137,1976,1,1,1,1,1,1
19761138,1976,2,1,2,1,1,2
19761139,1976,2,1,2,1,2,1
19761140,1976,2,1,2,1,1,1
19761141,1976,2,2,1,2,2,0
19761142,1976,1,1,1,1,1,1
19761143,1976,1,1,2,2,1,1
19761144,1976,2,1,2,1,1,3
19761145,1976,2,1,2,1,2,0
19761146,1976,1,1,1,8,2,2
19761147,1976,1,1,1,1,1,1
19761148,1976,1,8,1,1,2,1
19761149,1976,1,1,2,1,1,3
19761150,1976,1,1,2,1,2,1
19761151,1976,1,1,1,1,1,4
19761152,1976,1,1,1,1,1,2
19761153,1976,1,2,1,1,2,2
19761154,1976,1,9,2,1,1,0
19761155,1976,1,2,2,1,2,1
19761156,1976,1,1,1,1,2,1
19761157,1976,1,2,1,8,2,2
19761158,1976,1,2,2,1,1,1
19761159,1976,2,2,2,1,2,1
19761160,1976,1,1,2,8,2,2
19761161,1976,1,1,1,1,2,0
19761162,1976,1,1,1,1,1,1
19761163,1976,1,1,2,1,2,3
19761164,1976,1,1,2,1,2,2
19761165,1976,1,1,2,1,2,2
19761166,1976,1,1,1,1,2,0
19761167,1976,1,1,1,2,3,2
19761168,1976,1,1,2,1,2,3
19761169,1976,1,2,2,1,1,1
19761170,1976,8,2,2,1,8,2
19761171,1976,1,1,1,2,2,4
19761172,1976,1,2,1,1,8,1
